event_id,summary,label
7,b'Strange bright light in westerly sky.  Only shows up a couple of hours at night then disappears. ((NUFORC Note:  Venus.  PD))'
36,b'I took 3 photos of the sky on 3/25/2016 and in my photos I noticed blue object.  ((NUFORC Note:  Lens flares.  PD))'
41,"b'Orange circular craft hovering over House in Anchorage, AK.  ((NUFORC Note:  Video on NUFORC homepage.  PD))'"
54,b'The lights were changing colors blue and red.moved in all dir.but continued to remain in one position.  ((NUFORC Note:  Sirius?  PD))'
226,b'4 year old son sees and draws flying saucer.  ((NUFORC Note:  Sincere and credible witness.  PD))'
234,b'Bright Orb/Sphere with pulsating blue and red lights hovering with jerky motion.  ((NUFORC Note:  Sighting of Sirius??  PD))'
238,b'Fake Star above Wasilla 10-23-11 Only visible light in the sky Period.  ((NUFORC Note:  Star or planet?  Possibly Jupiter?  PD))'
253,b'What The Hell Is that in the sky??  ((NUFORC Note:  Possible hoax??  PD))'
279,"b'Bright light high above my town, very peculiar looking when viewed through a telescope.  ((NUFORC Note:  Venus??  PD))'"
328,b'Large UFO over Mt. ILIAMNA Alaska.  ((NUFORC Note:  Possible contrail behind a high-altitude jet??  PD))'
341,"b'Very Distant odd luminous light hangs in the Night sky for a number of hours moving slowly,Fades n disappears.  ((NUFORC:  Star?? PD))'"
356,b'((NUFORC Note:  Possible sighting of Mars.  PD))  Flickering Star like Object Moving Laterally at about 0130 hrs'
383,b'((NUFORC Note:  Source indicates an alleged sighting of a disc.  No details provided.  PD))'
421,"b'Widely reported event was an exploding meteor.  ((NUFORC Note:  Suspected meteor, but difficult to know for sure.  PD))'"
523,"b'Orange fireballs for 3 days at the same time of day each day, with some weird stuff happening after.((NUFORC Note:  Venus.  PD))'"
535,"b'White light mostly,blue and red lights strobing around craft. Craft was itself cloaked. ((NUFORC Note:  &quot;Twinkling&quot; star?  PD))'"
581,b'Four lights going in a circle and rotating in the sky.  ((NUFORC Note:  Advertising lights?  PD))'
588,b'Saw large orb in night sky..started to watch and could see it moving in a triangle formation.  ((NUFORC Note:  Twinkling star?  PD))'
595,b'Watched for 4 minutes from 68 bypass to the old Big-E parking lot.  ((NUFORC Note:  No information provided.  PD))'
599,"b'Two bright lights, resembling stars, flickering and moving in a slow scatter like motion.  ((NUFORC Note:  Venus and Jupiter??  PD))'"
631,b'Object observed traveling west with a small cloud behind it.  ((NUFORC Note:  Report is from aviation mechanic.  PD))'
663,b'UFO birds suddenly increase in numbers from 15 to 74.  ((NUFORC Note:  Photos from witness indicate flocks of birds.  PD))'
679,b'Flash the disappear.  ((NUFORC Note:  Possible tumbling booster shell or satellite?  Iridium satellite?  PD))'
680,"b'Bright light quickly disappears.  ((NUFORC Note:  Possible meteor, we wonder.  PD))'"
702,b'White circle shapes moving counter clockwise north west.  ((NUFORC Note:  Advertising lights?  PD))'
736,b'Drone or VTOL.  ((NUFORC Note:  Possible quad-copter??  PD))'
776,"b'Mysterious small white dot discovered in photo taken in Mobile, AL.  ((NUFORC Note:  Refraction of sunlight.  PD))'"
846,"b'Strange light in east near fort payne, al.  ((NUFORC Note:  Possible sighting of Sirius, we suspect.  PD))'"
854,b'Sphere shaped object flashing multiple colors and changing shape.  ((NUFORC Note:  Possible sighting of Sirius.  PD))'
869,"b'Round, flashing lights hovering in the same spot 2 nights in a row.  ((NUFORC Note:  Possible sighting of Sirius.  PD))'"
873,"b""Red, White, and Blue object, moving and gliding with sudun stops, below Orion\\\\\\'s Belt. ((NUFORC Note:  Sirius??  PD))"""
881,"b'Unknown object over Birmingham metro flashing rapidly, changing directions for over an hour. ((NUFORC Note:  Possible star?  PD))'"
953,"b'Flashing white, blue ,red and green lights over Fort Payne AL.  ((NUFORC Note:  Possible sighting of Sirius??  PD))'"
977,b'I and  friend over the past week have seen 7 sighting of a bright light that apears in the western sky... ((NUFORC Note:  Venus?  PD))'
1001,"b'August 4, 2009, I spotted in the night sky what first thought was a star.  ((NUFORC Note:  I suspect a &quot;twinkling&quot; star.  PD))'"
1002,b'I saw a star-sized light emerge over a tree-line approximately 30 ft from me (trees about 30-50 feet tall). ((NUFORC Note:  ISS.  PD))'
1022,b'Srange lights/unknown craft observed in E/ESE sky of NorthEastern St.Clair Co. on night of 12/05/2008. ((NUFORC Note:  Sirius??  PD))'
1027,"b'Blue/Red/Green flashing object above Mobile, Al.  ((NUFORC Note:  Sirius?  PD))'"
1030,b'The object was sphere shaped and changed colors.  ((NUFORC Note:  Possible &quot;twinkling&quot; star.  PD))'
1069,b'Triangle seen in silhoutte against lunar disk.  ((NUFORC Note:  Exceptionally good report; object seen on edge of full Moon.  PD))'
1074,b'A comet type object in night sky.  ((NUFORC Note:  Missile venting fuel in space.  PD))'
1075,b'Comet-like cloud with faint flashing light appeared in clear starry sky.  ((NUFORC Note:  Missile venting fuel in space.  PD))'
1076,"b'Strange object over Alabama, cloudy and spherical in shape.  ((NUFORC Note:  Missile venting fuel in space.  PD))'"
1078,"b'large white object at tree top level, slowly moves higher in sky as the sun comes up.  ((NUFORC Note:  Sighting of Venus.  PD))'"
1082,b'The bright white light from last night made a return appearance tonight.  ((NUFORC Note:  Star??  PD))'
1083,b'A hovering light in the sky that was too big and bright to be a star or planet. ((NUFORC Note:  Sighting of Venus in eastern sky?? PD))'
1086,b'UFO Sighting over townhome community in Birmingham Alabama.  ((NUFORC Note:  We cannot certify that this is a serious report.  PD))'
1110,b'Star like ufo decends down slowly from high in the sky until it gets about tree top level.  ((NUFORC Note:  Venus sighting.  PD))'
1158,b'4 lights going in circle pass through each other.  ((NUFORC Note:  Advertising lights??  PD))'
1163,"b'slow moving Fireball in the sky.  ((NUFORC Note:  Possible contrail, we suspect.  PD))'"
1172,b'((NUFORC Note:  Probable twinkling star?  PD))  Sky was clear with stars.'
1173,b'((NUFORC Note:  Possible sighting of Mars.  PD))  Massive brilliant white light that just hung in the Southern sky.'
1179,"b'Silver, triangular craft seen. Around 100 ft. long and 50-75 ft. wide.  ((NUFORC Note:  Student report.  PD))'"
1209,"b'Orange Lights over Gulf of Mexico (Orange Beach, Ala.) ((NUFORC Note:  Flares??  PD))'"
1244,"b'Mostly stationary blinking lights(one set in a formation),  seperate witnesses. ((NUFORC Note:  Suspected &quot;twinkling&quot; stars.  PD))'"
1503,b'Large green flash light up entire area no noise left a smoke plum trail that lasted a while. ((NUFORC Note:  Meteor??  Anonymous.  PD))'
1505,"b'Bright, circular light in the sky unmoving.   ((NUFORC Note:  We suspect a celestial body.  PD)) ((anonymous report)'"
1507,b'((NUFORC Note:  No information provided by witness.  PD))'
1509,"b'~6pm each night towards west, before sunset a bright white light appears, its so bright it radiates.  ((NUFORC Note:  Planet?  PD))'"
1510,"b'A white floating light first night observed in shape of a cross, radiating white light.  ((NUFORC Planet in SW sky?  PD))'"
1537,"b'Bright starlike light, pulsating in the sky over Gum Springs, Arkansas.  ((NUFORC Note:  Sighting of Sirius??  PD))'"
1569,b'What we see is a &quot;star&quot; type object in the western sky about midnight.  <BR>((NUFORC Note:  We suspect a twinkling star.  PD))'
1572,b'Multiple witnesses to stationary lights hovering. Seen from multiple location in evening sky. ((NUFORC Note:  Venus &amp; Jupiter.  PD))'
1593,b'Life changing.  ((NUFORC Note:  Source provides no significant information.  PD))'
1615,b'((NUFORC Note:  Witness provides no information.  Remains anonymous.  PD))'
1627,b'11pm cluster of lights seen in and over Mountain Home and Gassville Ar.  ((NUFORC Note:  Sirius??  PD))'
1654,"b'Unidentifiable craft photographed over Hot Springs, AR.  ((NUFORC Note:  Object is Monarch butterfly.  PD))'"
1663,b'Speeding ball of light slows way down changes direction and disappears in clear sky.  ((NUFORC Note:  ISS sighting.  PD))'
1739,"b'Two oval-like craft seen over Fort Smith, AR by 2 teens.  ((NUFORC Note:  Student report.  PD))'"
1744,b'A bright object sighted above our house that moves back and forth slowly and hovers.  ((NUFORC Note:  Possible star?  PD))'
1774,b'Colorful flashing and drifting orb somewhere close to Memphis TN as viewed from Jonesboro AR.  ((NUFORC Note: Sirius?  PD))'
1786,b'This was a U F O!  ((NUFORC Note:  We wonder whether the witness might have been looking at a &quot;twinkling&quot; star.  PD))'
1812,b'I noticed what appeared to be a star and just watched it for a moment.  ((NUFORC Note:  Star??  PD))'
1826,b'Six egg shaped or actually appeared like they had two parts appeared in the night sky.  ((NUFORC Note:  Celestial bodies??  PD))'
1845,"b'Russellville, AR, triangle lights west of nuclear power plant.  ((NUFORC Note:  See addenda from reader, and source of report!!  PD))'"
1858,b'A unusally bright light that appeared to be circled by 4-6 air planes over the Ouachita Mtns. ((NUFORC Note:  Venus??  PD))'
1873,b'Two greys spotted near caddo river (perhaps doing ground survey?)  ((NUFORC Note:  Probably not a serious report.  PD))'
1913,"b'large bright white light observed over Marble Falls, AR.  ((NUFORC Note:  Sighting of a planet??  PD))'"
1914,"b'Large Bright Light.  ((NUFORC Note:  Jupiter is quite prominent in the southern sky, currently.  PD))'"
1931,b'ufo blows up leaves void then returns to original white light.  ((NUFORC Note:  Possibly a sighting of Sirius.  PD))'
1932,b'two air craft one known the other?  ((NUFORC Note:  Report appears to be unrelated to UFO activity.  PD))'
1934,"b""HTRUFOR\\\\\\'s spotted everywhere.  ((NUFORC Note:  We, too, wish that the quality of many of the reports we receive were higher.  PD))"""
1975,b'The ufo that i saw had left a light trail when it dissapeared.  ((NUFORC Note:  Student report.  PD))'
1981,"b'6 circular objects seen over Ft. Smith @ 22:30 on April 26, 2005. Lights rotated ((NUFORC Note:  Possibly advertising lights??  PD))'"
1984,"b'it was kind of traingular/x shaped blue and red flashing lights hovering,  ((NUFORC Note:  Possible sighting of Sirius??  PD))'"
1999,b'shiny object hangs in sky 10 mintues.  ((NUFORC Note:  Venus??  PD))'
2016,b'Triangle formation of lights in the sky  ((NUFORC Note:  Report not inconsistent with U. S. Navy NOSS satellites.  PD))'
2026,b'Large intensely bright object low in shy some distance away  ((NUFORC Note:  Venus.  PD))'
2027,b'A very bright aircraft hovering above the ground for about 25 minutes then it disappeared behind the mts.  ((NUFORC Note:  Sirius??)'
2042,b'quivering flashing object high and distant in the Northeast sky ((NUFORC Note:  We suspect a &quot;twinkling&quot; star.  PD))'
2062,b'((NUFORC Note:  Possible sighting of Mars.  PD))  A bright dancing light in the south-southeast sky.'
2372,b'Saw an unexplained light over 89A Prescott valley/Chino Valley AZ area. Light stayed constant. ((NUFORC Note:  Sighting of Venus?  PD))'
2374,"b'Stationary bright white light west of Peoria, AZ.  ((NUFORC Note:  Probable sighting of Venus.  PD))'"
2380,"b'Phx, I lookup and saw this intense light just hovering no not that it was fix no plane or helicopter.  ((NUFORC Note:  Venus.  PD))'"
2403,b'Undulating swarm cloud of thousands of multi-colored blinking lights in the sky for 10-15 minutes.  ((NUFORC Note:  LED balloons.  PD))'
2404,b'Bright light in the night sky.  Disappears within about every 30 min returns in intervals.   ((NUFORC Note:  Venus??  PD))'
2408,"b'Small round object hovering over Green Valley, AZ.  ((NUFORC Note:  We suspect Venus, or a lens flare.  PD))'"
2410,b'We were looking towards east and seen in the sky a object that was spinning or lights were spinning. ((NUFORC Note:  Star?  PD))'
