0,"Anchorage,AK",61.2180556,-149.9002778
1,"Soldotna,AK",60.4877778,-151.0583332
2,"Fairbanks,AK",64.8377778,-147.7163889
3,"Wasilla,AK",61.5813889,-149.4394444
4,"Sand Point,AK",55.3397222,-160.4972222
5,"Delta Junction,AK",64.0377778,-145.7322222
6,"Anchor Point,AK",59.77666670000001,-151.8313889
7,"North Pole,AK",64.7511111,-147.3494444
8,"Juneau,AK",58.3019444,-134.4197222
9,Anchorage/Eagle River ,61.3293186,-149.5680499
10,"Big Lake,AK",61.5118164,-149.966327
11,"Pelican,AK",57.9608333,-136.2275
12,"Kotzebue,AK",66.89833329999999,-162.5966666
13,"Dillingham,AK",59.03972219999999,-158.4575
14,"Kasilof,AK",60.3375,-151.2744444
15,"Palmer,AK",61.5997222,-149.1127778
16,"Eagle River,AK",61.3293186,-149.5680499
17,"Nikiski,AK",60.6902778,-151.2888889
18,"Nome,AK",64.5011111,-165.4063889
19,"Butte,AK",61.5422222,-149.0333333
20,"Sitka,AK",57.0530556,-135.33
21,"Ketchikan,AK",55.34222219999999,-131.6461111
22,"Chugiak,AK",61.3888889,-149.4819444
23,"Ninilchik,AK",60.05138890000001,-151.6688889
24,"Bethel,AK",60.7922222,-161.7558333
25,"Homer,AK",59.64250000000001,-151.5483333
26,"Denali State Park,AK",62.7513829,-150.0400058
27,"Irving,AK",64.8602081,-147.84593
28,"Kodiak,AK",57.79000000000001,-152.4072222
29,"Kenai,AK",60.55444439999999,-151.2583333
30,"Clam Gulch,AK",60.23111109999999,-151.393611
31,"Ward Cove,AK",55.4119444,-131.7227778
32,"Talkitna,AK",62.32090460000001,-150.1066221
33,"Kuparuk,AK",70.4244444,-148.8708332
34,"Kuparuk Oilfield,AK",70.4244444,-148.8708332
35,Glenallen ,37.665978,-77.5063739
36,"Sterling,AK",60.53722219999999,-150.7647222
37,"Angoon,AK",57.50333329999999,-134.5838889
38,"Wasilla - Susitna Delta,AK",61.623501,-149.3319173
39,"Tanacross,AK",63.3852778,-143.3463889
40,"Savoonga,AK",63.6941667,-170.4788888
41,"Willow,AK",61.7697336,-149.9910633
42,"Metlakatla,AK",55.1291667,-131.5722222
43,"Haines,AK",59.2358333,-135.445
44,Alaska cruise ,57.0490834,-135.3391543
45,"Seward,AK",60.10416669999999,-149.4422222
46,"Hooper Bay,AK",61.5311111,-166.0966666
47,Craig ,40.5152491,-107.5464541
48,North Kenai ,60.55444439999999,-151.2583333
49,"Elk,AK",61.70490049999999,-149.0401569
50,"Prince William Sound,AK",60.6905448,-147.0970548
51,"Fort Greely,AK",63.8858021,-145.6076161
52,"Kaktovik,AK",70.1319444,-143.6238889
53,"Healy,AK",63.8697384,-149.0215109
54,"North of Pt. Barrow,AK",71.3875,-156.4811111
55,"Venetie,AK",67.0138889,-146.4186111
56,Tok ,63.3366667,-142.9855556
57,"Alaska,AK",64.2008413,-149.4936733
58,"Nunapitchuk,AK",60.8969444,-162.4594444
59,"Kenai Peninsula,AK",60.0858486,-151.3822641
60,"Slana,AK",62.7069444,-143.9611111
61,"Knik,AK",61.4677501,-148.9502445
62,"White Mountain,AK",64.6813889,-163.4055556
63,"Glennallen,AK",62.1097214,-145.557302
64,Tracy Arm ,57.8569213,-133.5894598
65,"Suriname,AK",5.9429872,-56.992517
66,Susitna Lodge ,62.31406930000001,-150.1076994
67,Rio de Janeiro ,-22.9068467,-43.1728965
68,"Ester,AK",64.8557761,-147.9783109
69,"College Fjord,AK",61.10953459999999,-147.9191425
70,"Wrangell,AK",56.4708333,-132.3766666
71,"St. George Island,AK",56.5888398,-169.6145849
72,"Council,AK",64.8953301,-163.6773755
73,"Rural Alaska community,AK",61.2148749,-149.8705558
74,"Iliamna,AK",59.7547222,-154.9061111
75,"Yakutat,AK",59.5469878,-139.7272809
76,"Inside Passage,AK",54.80068499999999,-131.44043
77,"Talkeetna,AK",62.32090460000001,-150.1066221
78,"Wainwright,AK",70.63694439999999,-160.0383333
79,"Cordova,AK",60.5424087,-145.7525414
80,"Turnagain Pass,AK",60.8033333,-149.1852778
81,"Newhalen,AK",59.72,-154.8972221
82,"Nenana,AK",64.5638889,-149.0930556
83,"Petersburg,AK",56.8125,-132.9555556
84,Misty Fjords National Park ,55.3525107,-131.6861236
85,"Soldatna,AK",60.4877778,-151.0583332
86,Talkeetna ,62.32090460000001,-150.1066221
87,Ketchikan ,55.34222219999999,-131.6461111
88,Trapper Creek ,62.3166667,-150.2313889
90,Fairbanks ,64.8377778,-147.7163889
91,"Copper Center,AK",61.955,-145.3052778
92,"Anchorage/Girdwood,AK",60.95432469999999,-149.1598983
93,"Auke Bay,AK",58.3950682,-134.6583071
94,Alaska ,64.2008413,-149.4936733
95,"Adak,AK",51.88,-176.6580556
96,"Nikishi,AK",60.6902778,-151.2888889
97,"Mountain Village,AK",62.0855556,-163.7294444
98,"Birchwood,AK",61.3888889,-149.4819444
99,"Prince of Wales Island,AK",55.7794311,-132.8179953
100,"Cold Bay,AK",55.204498,-162.7183867
101,Cantwell ,63.39166669999999,-148.9508333
102,"Gustavus,AK",58.4133333,-135.7369444
103,Palmer ,42.1584103,-72.3286869
104,"Savoonga, St. Lawrence Island,AK",63.6941667,-170.4788888
105,Perl Island ,59.1191486,-151.6881699
106,"Sutton,AK",61.7958256,-148.8045856
107,"Douglas Island,AK",58.26398589999999,-134.5460781
108,"Teller,AK",65.26361109999999,-166.3608333
109,"Girdwood,AK",60.95432469999999,-149.1598983
110,"Ft. Richardson,AK",61.2544444,-149.6883333
111,"Elmendorf AFB,AK",61.2536352,-149.8112528
112,"Point Barrow,AK",71.3875,-156.4811111
113,"Kodiak Island,AK",57.49124629999999,-153.495022
114,"Ft. Yukon,AK",66.56734999999999,-145.2513402
116,"Nulato,AK",64.7194444,-158.1030556
117,Sitka ,57.0530556,-135.33
118,"Valdez,AK",61.13083330000001,-146.3483333
119,Cook Inlet ,58.9419444,-153.1855555
120,"Gula,AK",28.6729103,77.1211905
121,"Kodiak Naval Station,AK",57.79909720000001,-152.3866888
122,"Northeast Cape AFS, St Lawrence Island,,AK",63.29499999999999,-168.6922222
123,"Northeast Cape AFS,AK",63.29499999999999,-168.6922222
124,Nelchina ,61.99194439999999,-146.768611
125,"Arctic,AK",64.2008413,-149.4936733
126,"Bering Sea,AK",56.90728009999999,-178.139472
127,"Eklutna,AK",61.4580556,-149.3622222
128,"Vestavia,AL",33.4487183,-86.7877668
129,"Wetumpka,AL",32.5437448,-86.2119127
130,"Tuscaloosa,AL",33.2098407,-87.56917349999999
131,"Auburn,AL",32.6098566,-85.48078249999999
132,"Dothan,AL",31.2232313,-85.3904888
133,"Maycomb,AL",31.5279399,-87.32470769999999
134,"Summerdale,AL",30.4876954,-87.69970939999999
135,"Mobile,AL",30.6953657,-88.0398912
136,"Clio,AL",31.7087753,-85.6104972
137,"Phenix City,AL",32.4709761,-85.0007653
138,"Birmingham,AL",33.5206608,-86.80248999999999
139,"Huntsville,AL",34.7303688,-86.5861037
140,"Hartselle,AL",34.4434282,-86.9352842
141,"New Brockton,AL",31.3857239,-85.9293861
142,"Ozark,AL",31.459017,-85.640289
143,"Montgomery,AL",32.3668052,-86.2999689
144,"Alabaster,AL",33.2442813,-86.8163773
145,"Phil Campbell,AL",34.3509298,-87.706418
146,"Cullman,AL",34.1748208,-86.8436124
147,"Odenville,AL",33.6773237,-86.396648
148,"Foley,AL",30.4065868,-87.6835974
149,"Florence,AL",34.79981,-87.677251
150,"Athens,AL",34.8028661,-86.9716741
151,"Hanceville,AL",34.0606545,-86.76749799999999
152,"Toney,AL",34.8983333,-86.73334460000001
153,"Ashville,AL",33.8370433,-86.2544223
154,"Atmore,AL",31.0237921,-87.4938708
155,"Daphne,AL",30.6035255,-87.9036047
156,"Spanish Fort,AL",30.671469,-87.90188289999999
157,"Chunchula,AL",30.9218505,-88.2005597
158,"Oxford,AL",33.6142714,-85.8349648
159,"Tanner,AL",34.7314786,-86.9705632
160,"Lisman,AL",32.1687554,-88.2825251
161,"Hoover,AL",33.4053867,-86.8113781
162,"Decatur,AL",34.6059253,-86.9833417
163,Tirana ,41.3275459,19.8186982
164,"Anniston,AL",33.6598257,-85.8316318
165,"Pelham,AL",33.2856687,-86.8099885
166,"Clements,AL",34.8019904,-87.1834374
167,"West Mobile,AL",30.6953657,-88.0398912
168,"Montevallo,AL",33.1006746,-86.86415579999999
169,"Clanton,AL",32.8387371,-86.6294262
170,"Phenix city,AL",32.4709761,-85.0007653
171,"Gadsden,AL",34.014264,-86.0066386
172,Southwest UK ,50.77721349999999,-3.999461
173,"Harpersville,AL",33.3439995,-86.4380357
174,Dothan ,31.2232313,-85.3904888
175,"Vance,AL",33.1742847,-87.23360919999999
176,"Hollywood,AL",34.72425,-85.9724787
177,"Red Hill,AL",33.479307,-86.7944271
178,"Eastaboba,AL",33.6070215,-86.0187907
179,"Fort Payne,AL",34.4442547,-85.7196893
180,"Vandiver,AL",33.4708325,-86.513511
181,"Hamilton,AL",34.1423235,-87.98864379999999
182,"Rogersville,AL",34.8256425,-87.2947417
183,"Centre,AL",34.1520406,-85.67885310000001
184,"Wicksburg,AL",31.2082304,-85.622434
185,"Stapleton,AL",30.742689,-87.7933252
186,"Crane Hill,AL",34.093991,-87.06306239999999
187,"Valley,AL",32.8187406,-85.1793852
