4800,"Citra,FL",29.41191659999999,-82.10981559999999
4801,"Coquina Key,FL",27.7301797,-82.6307869
4802,"Sawgrass,FL",30.1927427,-81.3706368
4803,Everglades ,25.8582443,-81.3850695
4804,"Miami/keys,FL",25.691522,-80.15793
4805,"Broward County,FL",26.190096,-80.365865
4806,"Pinecrest,FL",25.6622835,-80.3070395
4807,"Jonesville,FL",29.6541327,-82.52316619999999
4808,Broward County ,26.190096,-80.365865
4809,"Cross City,FL",29.6343977,-83.12513059999999
4810,"Williston/ Archer,FL",29.5125866,-82.4064283
4811,"Ft. Walton Beach,FL",30.42007079999999,-86.6170308
4812,Mahogany Hammock ,25.3235991,-80.8320664
4813,North East Orlando ,28.5542151,-81.34544170000001
4814,"Venice Beach,FL",27.0999805,-82.46001
4815,Live Oak/Pensacola ,30.5113,-87.37932099999999
4816,Tampa/Miami ,27.997537,-82.452192
4817,"Osceola County,FL",28.1019838,-81.0754657
4818,"Eglin AFB,FL",30.4635583,-86.5533382
4819,"Jay,FL",30.9529611,-87.151359
4820,Dade City ,28.3647248,-82.1959178
4821,"NASA,FL",28.6144578,-80.694108
4822,Jasper ,38.3914418,-86.9311094
4823,Altha ,30.5704721,-85.12714419999999
4824,"Lake Okeechoobee,FL",26.9689536,-80.79758340000001
4825,"Surfside,FL",25.8784284,-80.12560069999999
4826,Kendall ,25.6660336,-80.357827
4827,"Flemington,FL",29.407749,-82.2976
4828,Dundee ,56.462018,-2.970721
4829,"New Symrna beach,FL",29.0258191,-80.9269984
4830,"Florida Keys,FL",36.0095232,-99.79718559999999
4831,"none,FL",27.013203,-82.100667
4832,"Minneola,FL",28.5744441,-81.7461873
4833,"Tierra Verde,FL",27.6919746,-82.7234337
4834,"Durham,FL",26.3155539,-80.137703
4835,"Pahokee,FL",26.8200607,-80.665335
4836,"Fern Park,FL",28.6491649,-81.3511796
4837,"Orange Lake,FL",29.4235826,-82.2167642
4838,"Keys,FL",36.0095232,-99.79718559999999
4839,"Highway location,FL",29.0588393,-81.27438649999999
4840,Gulf of Mexico ,25.304304,-90.065918
4841,"Port Everglades/Fort Lauderdale,FL",26.0937112,-80.12466429999999
4842,Talahassee ,30.4382559,-84.28073289999999
4843,Nassau ,25.0479835,-77.355413
4844,"Roanoke,FL",37.3204427,-79.9703018
4845,"Chermont,FL",28.5494447,-81.77285429999999
4846,Two Egg ,30.8525,-85.07638999999999
4847,"Two Egg Mariana,FL",30.8525,-85.07638999999999
4848,"Lake  Wales,FL",27.9014133,-81.58590989999999
4849,"Cutler Ridge,FL",25.5808323,-80.34685929999999
4850,"Ocean off Miami,FL",25.7739854,-80.1323606
4851,"Bithlo,FL",28.5547225,-81.10645199999999
4852,"Hallandale/Hollywood,FL",25.985909,-80.164824
4853,"Chattahoochee,FL",30.7051916,-84.8429759
4854,"Opa Locka,FL",25.9023168,-80.25032709999999
4855,"North Dade County,FL",25.5516034,-80.6326916
4856,Boca Raton ,26.3683064,-80.1289321
4857,"Valparaiso,FL",30.5085309,-86.50272819999999
4858,"Bartow/Mulberry,FL",27.996572,-81.89996400000001
4859,"Woodland Hills,FL",28.0719823,-82.71785369999999
4861,"Veigus Island,FL",18.1262854,-65.44009849999999
4862,Bonifay ,30.7918559,-85.6796533
4863,"Polk City/Lakeland,FL",28.0394654,-81.9498042
4864,"North Tampa,FL",28.0435143,-82.4468401
4865,"West Palm,FL",26.7153424,-80.0533746
4866,"Fruitland Park,FL",28.8613765,-81.9064705
4867,"Indian Lakes Estates,FL",27.8139151,-81.3784053
4868,"Hillsborough County,FL",27.9903597,-82.3017728
4869,"Donaldsonville,GA",31.0404625,-84.87909110000001
4870,"Decatur,GA",33.7748275,-84.2963123
4871,"Canton,GA",34.2367621,-84.4907621
4872,"Hiram,GA",33.8756601,-84.7621592
4873,"Acworth,GA",34.0659329,-84.6768796
4874,"Roswell,GA",34.0232431,-84.3615555
4875,"Social Circle,GA",33.656228,-83.718231
4876,"Hopulikit,GA",32.5215587,-81.8503916
4877,"Duluth,GA",34.0028786,-84.1446376
4878,"Valdosta,GA",30.8327022,-83.2784851
4879,"Stockbridge,GA",33.5442781,-84.23380929999999
4880,"Macon,GA",32.8406946,-83.6324022
4881,"Dawsonville,GA",34.4212052,-84.1190804
4882,"Conyers,GA",33.6676103,-84.01769039999999
4883,"Atlanta,GA",33.7489954,-84.3879824
4884,"Cumming,GA",34.2073196,-84.14019259999999
4885,"Senoia,GA",33.3023411,-84.5538165
4886,"Powder Springs,GA",33.8595491,-84.683824
4887,"Rome,GA",34.257038,-85.1646726
4888,"Oak Park,GA",32.3582334,-82.3145693
4889,"Reynolds,GA",32.5598685,-84.09630039999999
4890,"Hinesville,GA",31.846877,-81.5959453
4891,"Ball Ground,GA",34.3372664,-84.3779515
4892,"Suwanee,GA",34.0514898,-84.0712997
4893,"Sylvania,GA",32.7504441,-81.636776
4894,"Marietta,GA",33.95260200000001,-84.5499327
4895,"Snellville,GA",33.857328,-84.0199108
4896,"Riverdale,GA",33.5726113,-84.4132594
4897,"Arcade,GA",34.0778881,-83.5615536
4898,"Kingsland,GA",30.7999563,-81.68982609999999
4899,"Athens,GA",33.9519347,-83.357567
4900,"McDonough,GA",33.4473361,-84.1468616
4901,"Tyrone,GA",33.4712253,-84.5971524
4902,"Warner Robins,GA",32.6130007,-83.624201
4903,"Gainesville,GA",34.2978794,-83.8240663
4904,"Newnan,GA",33.3806716,-84.79965729999999
4905,"Bethlehem,GA",33.9320556,-83.7137827
4906,"Hoschton,GA",34.096496,-83.7612839
4907,"Woodstock,GA",34.1014873,-84.5193754
4908,"Thomasville,GA",30.8365815,-83.9787808
4909,"Alpharetta,GA",34.0753762,-84.2940899
4910,"Winder,GA",33.9926097,-83.7201709
4911,"Johns Creek,GA",34.0289259,-84.198579
4912,"Grovetown,GA",33.4504157,-82.1981764
4913,"Augusta,GA",33.4734978,-82.0105148
4914,"Loganville,GA",33.8389977,-83.90073819999999
4915,"Douglasville,GA",33.7514966,-84.7477136
4916,"Dallas,GA",33.9244531,-84.8413056
4917,"Crandall,GA",34.8667459,-84.7454939
4918,"Columbus,GA",32.4609764,-84.9877094
4919,"Adairsville,GA",34.3687021,-84.9341093
4920,"Blue Ridge,GA",34.8639719,-84.32408699999999
4921,"Savannah,GA",32.0835407,-81.09983419999999
4922,"Lilburn,GA",33.8901036,-84.14297189999999
4923,"Austell,GA",33.8126059,-84.6343783
4924,"Buford,GA",34.1206564,-84.0043513
4925,"Thomson,GA",33.4706927,-82.50457329999999
4926,"Hawkinsville,GA",32.2837731,-83.4721177
4927,"Boston,GA",30.7918613,-83.78988679999999
4928,"Varnell,GA",34.9011886,-84.9738349
4929,"Bremen,GA",33.7212179,-85.1455036
4930,"Carrollton,GA",33.5801103,-85.0766113
4931,"Kennesaw,GA",34.0234337,-84.6154897
4932,"Blackshear,GA",31.3060513,-82.2420661
4933,"St. Marys,GA",30.7478954,-81.57061089999999
4934,"Saint Simons Island,GA",31.1595905,-81.3885517
4935,"Lawrenceville,GA",33.9562149,-83.9879625
4936,"Ashburn,GA",31.7060134,-83.653224
4937,"Glennville,GA",31.93659169999999,-81.92845009999999
4938,"Milner,GA",33.1167891,-84.1965855
4939,"Covington,GA",33.5967815,-83.8601827
4940,"Cataula,GA",32.655414,-84.8685418
4941,"Cornelia,GA",34.5114883,-83.5271166
4942,"Byron,GA",32.6537561,-83.7596295
4943,"LaGrange,GA",33.0362218,-85.0322444
4944,"Stone Mountain,GA",33.8081608,-84.17019599999999
4945,"Smyrna,GA",33.8839926,-84.51437609999999
4946,"Waleska,GA",34.3164826,-84.5521524
4947,"Johns Creek/Atlanta,GA",34.0289259,-84.198579
4948,"Evans,GA",33.5337464,-82.1306747
4949,"Luella,GA",33.3459495,-84.109083
4950,"Jasper,GA",34.4695524,-84.4289888
4951,"Lookout Mountain,GA",34.9775757,-85.35773630000001
4952,"Chatsworth,GA",34.7659145,-84.7699385
4953,"Oakwood,GA",34.227602,-83.8843455
4954,"Douglas,GA",31.5088073,-82.8498654
4955,"Wrightsville,GA",32.7293279,-82.719859
4956,"Whitesburg,GA",33.4940017,-84.91382829999999
4957,"Arabi,GA",31.8315661,-83.73794869999999
4958,"Griffin,GA",33.2467807,-84.2640904
4959,"Sparta,GA",33.2757006,-82.97625889999999
4960,"Fort Oglethorpe,GA",34.9489645,-85.2569
4961,"Cleveland,GA",34.5970402,-83.7632366
4962,"Clermont,GA",34.4778752,-83.7735148
4963,"Grayson,GA",33.8942729,-83.95573999999999
4964,"Between,GA",33.8176113,-83.8074003
4965,"Aloharetta,GA",34.0753762,-84.2940899
4966,"Sharpsburg,GA",33.3392842,-84.6485417
4967,"Monticello,GA",33.3048479,-83.6832289
4968,"Cedartown,GA",34.0112715,-85.25658229999999
4969,"Pembroke,GA",32.1360332,-81.6220565
4970,"Ringgold,GA",34.9159099,-85.1091173
4971,"Pine Mountain,GA",32.8648522,-84.8540982
4972,"Pineview,GA",32.1101702,-83.501003
4973,"Barnesville,GA",33.0545709,-84.15574950000001
4974,"Dacula,GA",33.9887165,-83.8979573
4975,"Jefferson,GA",34.1170537,-83.5723876
4976,"Woods Canyon Lake,GA",34.3348045,-110.9438736
4977,"Las Vegas,GA",36.0839998,-115.1537389
4978,"Lula,GA",34.3876013,-83.66628539999999
4979,"Calhoun,GA",34.502587,-84.9510542
4980,"St. Simons Island,GA",31.1595905,-81.3885517
4981,"Statesboro,GA",32.4487876,-81.7831674
4982,"Unadilla,GA",32.2615496,-83.73656559999999
4983,"Dublin,GA",32.5404447,-82.90375399999999
4984,"Canton/Marietta,GA",34.0229724,-84.52854839999999
4985,"Flowery Branch,GA",34.1851017,-83.9251809
4986,"Tifton,GA",31.4504629,-83.5084973
4987,"Wadley,GA",32.8668223,-82.4040162
4988,"Albany,GA",31.5785074,-84.15574099999999
4989,"Coolidge,GA",31.0112991,-83.86628209999999
4990,"Cartersville,GA",34.1650972,-84.7999382
4991,"Villa Rica,GA",33.732052,-84.9191081
4992,"Doerun,GA",31.3196267,-83.9171221
4993,"Blythe,GA",33.2926427,-82.2015103
4994,"Tybee Island,GA",32.0002152,-80.845666
4995,"Marietta/Roswell,GA",33.9792425,-84.45751969999999
4996,Lincoln County ,35.4637028,-81.20781640000001
4997,"Sandy Springs,GA",33.9304352,-84.3733147
4998,"Cumming/Alpharetta,GA",34.0813011,-84.2829529
4999,"Port Wentworth,GA",32.149092,-81.163168
5000,"Garfield,GA",32.649885,-82.09817500000001
5001,"Twin City,GA",32.5829413,-82.15512190000001
5002,"Lakemont,GA",34.7820378,-83.4162755
5003,"Nashville,GA",31.2074197,-83.25015479999999
5004,"Hogansville,GA",33.1731769,-84.914936
5005,"Rentz,GA",32.383504,-82.99125649999999
5006,"Meansville,GA",33.0492923,-84.3068648
5007,"Fayetteville,GA",33.4487257,-84.4549262
5008,"Savannah/Jacksonville,GA",32.1294267,-81.2018521
5009,"White Plains,GA",33.4720779,-83.03542890000001
5010,"Locust Grove,GA",33.3459495,-84.109083
5011,"Watkinsville,GA",33.8628959,-83.4087708
5012,"Pulaski County,GA",32.232644,-83.46435509999999
5013,"Dahlonega,GA",34.5261465,-83.9843953
5014,"Tunnel Hill,GA",34.8406339,-85.04272569999999
5015,"Summerville,GA",34.480642,-85.3477343
5016,"Thomaston,GA",32.8881879,-84.3265854
5017,"Peachtree City/Newnan,GA",33.378948,-84.8125599
5018,"Pitts,GA",31.9446209,-83.5407214
5019,"White,GA",34.2828722,-84.7452138
5020,"Jonesboro,GA",33.5215013,-84.3538128
5021,"Rossville,GA",34.9831309,-85.2860676
5022,"Millen,GA",32.8040512,-81.9492812
5023,"Hephzibah,GA",33.3140311,-82.0967857
5024,"Colquitt,GA",31.17129349999999,-84.7332527
5025,"Monroe,GA",33.7948364,-83.713229
5026,"Lilly,GA",32.1471098,-83.8773999
5027,"Junction City,GA",32.6034735,-84.4593646
5028,"Norcross,GA",33.9412127,-84.2135309
5029,"Martinez,GA",33.5173577,-82.0756734
5030,"Zebulon,GA",33.1023454,-84.3426997
5031,"Hampton,GA",33.3870578,-84.2829784
5032,"Leesburg,GA",31.7321156,-84.1707423
5033,"Clarkesville,GA",34.6125971,-83.5248933
5035,"Auburn,GA",34.0137179,-83.8276759
5036,"Brunswick,GA",31.1499528,-81.49148939999999
5037,"Martin,GA",34.4870458,-83.18487809999999
5038,"Moultrie,GA",31.1799407,-83.7888387
5039,"Dalton,GA",34.7698021,-84.9702228
5040,"Ellijay,GA",34.6948076,-84.4821498
5041,"Quitman,GA",30.7849191,-83.5598811
5042,"Lagrange,GA",33.0362218,-85.0322444
5043,"North Atlanta,GA",33.8651033,-84.3365917
5044,"Buchanan,GA",33.8021734,-85.1900624
5045,"Bogart,GA",33.949281,-83.53460799999999
5046,"Lakeland,GA",31.0410373,-83.0751471
5047,"Dudley,GA",32.5423872,-83.07042729999999
5048,"Clayton,GA",34.8781479,-83.4009933
5049,"Perry,GA",32.4582065,-83.7315723
5050,"Mineral Bluff,GA",34.9145561,-84.2768849
5051,"Cummings,GA",34.2073196,-84.14019259999999
5052,"Buckhead,GA",33.8372663,-84.406761
